dataset,instance,variant,HV_common,Cmax_best,TEC_best,WB_best,NSol,Time,Transition_gen,PPO_update_count,BC_final_accuracy,Entropy_last20,seed_count
Hurink_edata,la02.fjs,R3_cmax_only,1.0838131123713666,828.9547176622841,21791.93451268597,171.9999999999997,28.0,49.03493249416351,57.5,3.0,0.29427899420261383,0.8032846833165429,10
Hurink_edata,la02.fjs,R4_survival_hv,1.0991294427201574,828.5275369323997,21719.726306775345,171.99999999999966,34.0,48.33689272403717,60.0,3.0,0.3360215127468109,0.8045249045952196,10
Hurink_edata,la02.fjs,R5_composite,1.034102455057103,833.9404030475916,21783.759509043055,171.9999999999997,28.5,48.8538099527359,60.0,3.0,0.3343889713287353,0.8267606240177031,10
Hurink_edata,la02.fjs,R6_adaptive_weight,1.075096517207387,823.5624288882757,21829.36147967569,171.99999999999966,27.5,49.65400719642639,55.5,3.0,0.35147058963775635,0.8175846205488879,10
Hurink_edata,la03.fjs,R1_survival_only,1.1466446649746536,721.8962980029997,19733.067501167687,86.99999999999977,29.0,49.43145179748535,56.0,3.0,0.34777742624282837,0.8353794667124717,10
Hurink_edata,la03.fjs,R2_hv_only,1.1376588596479795,716.2039311782814,19770.805816975062,86.99999999999974,30.5,51.341479539871216,52.0,3.0,0.3347959518432617,0.8289468096240411,10
Hurink_edata,la03.fjs,R3_cmax_only,1.1238241408975276,717.2924999634411,19709.50650235142,86.99999999999969,20.0,49.15932250022888,53.5,3.0,0.3272546380758285,0.7985289027299467,10
Hurink_edata,la03.fjs,R4_survival_hv,1.1498097564450105,712.7932352823977,19735.894713791655,86.99999999999972,31.0,49.105077385902405,61.5,3.0,0.31339286267757416,0.8541202772037166,10
Hurink_edata,la03.fjs,R5_composite,1.1457590759034604,719.093939544905,19684.056781367857,86.99999999999972,29.5,51.75664448738098,62.0,2.5,0.32500000298023224,0.8343129968339213,10
Hurink_edata,la03.fjs,R6_adaptive_weight,1.1387124214597293,718.5898070660737,19816.38680189326,86.99999999999977,27.0,48.724775552749634,54.5,3.0,0.3622449040412903,0.7852954353761519,10
Hurink_edata,la04.fjs,R1_survival_only,1.130272559354614,783.7983902662867,26632.52309016347,78.99999999999966,24.5,48.55254101753235,50.5,3.5,0.3678646981716156,0.8032846833165428,10
Hurink_edata,la04.fjs,R2_hv_only,1.1339037581860023,775.0002552298458,26567.762969408803,78.9999999999996,28.0,52.1571478843689,51.0,3.5,0.33095239102840424,0.7835979084976364,10
Hurink_edata,la04.fjs,R3_cmax_only,1.1322356422031015,776.9414864749756,26573.6283103202,78.99999999999963,21.5,51.62682831287384,48.5,4.0,0.3504939079284668,0.7513826195508189,10
Hurink_edata,la04.fjs,R4_survival_hv,1.1087368670701037,783.9165827360921,26701.47396505042,78.99999999999966,28.5,58.19650185108185,55.0,3.0,0.342960923910141,0.8040362458673969,10
Hurink_edata,la04.fjs,R5_composite,1.0921221981192475,786.3464529196629,26749.594304759325,78.99999999999966,27.0,62.01969254016876,50.0,3.5,0.349021777510643,0.8447498719580941,10
Hurink_edata,la04.fjs,R6_adaptive_weight,1.1146043453641368,765.9159364119546,26650.866170535264,78.99999999999966,25.0,57.64416444301605,53.0,3.0,0.35510204732418055,0.8627391198984853,10
Hurink_edata,la05.fjs,R1_survival_only,1.0991201896890148,699.565599565577,23243.757210225533,125.99999999999972,35.5,55.2576287984848,64.0,3.0,0.33616071939468384,0.7919224942413897,10
Hurink_edata,la05.fjs,R2_hv_only,1.1531976046306522,679.5416853457616,23185.940268591414,125.99999999999974,35.0,56.71899497509003,62.5,3.0,0.3094758093357086,0.8032846833165428,10
Hurink_edata,la05.fjs,R3_cmax_only,1.1219648706349008,688.029339440149,23286.33438195839,125.99999999999972,28.0,46.88465440273285,57.5,3.0,0.3518379479646683,0.8135804025131457,10
Hurink_edata,la05.fjs,R4_survival_hv,1.1114731723549598,686.629334156418,23286.784634675543,125.99999999999972,29.5,47.1908164024353,54.5,3.5,0.36249999701976776,0.7968520262281124,10
Hurink_edata,la05.fjs,R5_composite,1.1260482997283812,683.2210213389728,23215.044218194205,125.99999999999972,33.0,45.99772620201111,52.5,3.5,0.3826219439506531,0.8343129968339213,10
Hurink_edata,la05.fjs,R6_adaptive_weight,1.104185254624634,687.2102594752323,23322.9968200331,125.99999999999974,24.5,46.06205081939697,59.5,3.0,0.3445449471473694,0.8711635608164463,10
Hurink_edata,la06.fjs,R1_survival_only,1.2138253827105074,1060.4286955902426,32442.92903691763,74.99999999999977,20.5,55.62547838687897,68.0,2.0,0.3156354427337646,0.8654824662788698,10
Hurink_edata,la06.fjs,R2_hv_only,1.1848970344205125,1071.6067289879397,32564.05074554744,74.99999999999977,22.5,56.11445689201355,62.0,3.0,0.27978208661079407,0.8585611504626165,10
Hurink_edata,la06.fjs,R3_cmax_only,1.2084530718361624,1057.9523092734075,32558.005539118873,74.99999999999977,18.5,55.884323716163635,61.0,3.0,0.2975543439388275,0.8511825290465247,10
Hurink_edata,la06.fjs,R4_survival_hv,1.2093613598762083,1054.0653534405226,32422.33287658525,74.99999999999977,22.0,55.732224106788635,65.5,2.5,0.31800673902034754,0.8111519634604576,10
Hurink_edata,la06.fjs,R5_composite,1.2145939372504078,1049.0637405307848,32526.621479803718,74.99999999999977,19.5,55.226402759552,53.5,3.0,0.3142857253551483,0.8496794039448168,10
Hurink_edata,la06.fjs,R6_adaptive_weight,1.162794022309793,1081.6026678646808,32742.37985731152,74.99999999999977,14.0,54.69877529144287,56.5,3.0,0.36645703017711634,0.7115943074111019,10
Hurink_edata,la07.fjs,R1_survival_only,0.9300936094148553,1092.7925638052116,37088.438984577995,21.999999999999545,30.0,56.1613312959671,52.5,3.0,0.36296296119689936,0.7871667136547935,10
Hurink_edata,la07.fjs,R2_hv_only,0.9784075972362851,1085.4384968904644,37146.00823261421,21.999999999999602,21.5,56.67515957355499,63.5,3.0,0.34285715222358704,0.799595372608497,10
Hurink_edata,la07.fjs,R3_cmax_only,0.9347584996950872,1100.8262136030799,37144.607379842346,21.999999999999545,24.0,57.03762948513031,62.5,3.0,0.2841614931821823,0.7728667764224484,10
