Fold,dataset,instance,ScratchNoBC_R16,UCBOnly,XPrePPO_Frozen,XPrePPO_Online_R16,delta,family,contrast,metric,Budget
2,Brandimarte,Mk02.fjs,1.0863627829838576,1.0737272417113903,0.9739095949349166,0.9821996160584656,-0.09152762565292472,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
2,Brandimarte,Mk03.fjs,1.0029077093462604,1.0259954923133163,1.0548281415029557,1.03799630756225,0.012000815248933705,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
2,Hurink_edata,la03.fjs,1.1917121546384057,1.2003428902128626,1.0551096258866588,1.0690717776327396,-0.13127111258012292,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
2,Hurink_edata,la07.fjs,1.1942571273133131,1.1996701281154896,1.0675266740064433,1.0488153143809604,-0.15085481373452914,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
2,Hurink_edata,la13.fjs,1.162039174802635,1.1689011648429053,1.0286824204335965,1.0273896215521425,-0.14151154329076276,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
2,Hurink_edata,la19.fjs,1.0867586637070326,1.1047040310197431,0.9153785457666095,0.8561879731438152,-0.2485160578759279,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
2,Hurink_edata,la23.fjs,1.201432292805348,1.2023132645386139,1.0633435504781759,1.0286768925949206,-0.1736363719436933,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
2,Hurink_edata,la27.fjs,0.8867727608980194,0.8925357831300007,0.5398799299139638,0.5386725954558098,-0.3538631876741909,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
2,Hurink_edata,la31.fjs,1.0808097040396092,1.0634209840724007,0.8295253668102729,0.8208122790495981,-0.24260870502280263,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
2,Hurink_edata,la36.fjs,1.1619553750114757,1.171863701380616,0.9580950401670063,0.9804326903279652,-0.1914310110526507,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
3,Brandimarte,Mk06.fjs,0.8665700418115219,0.8612421812026483,0.9152626423359451,0.9105721859286722,0.04933000472602389,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
3,Brandimarte,Mk07.fjs,1.136999511859477,1.1519815639318534,1.0940424797852433,1.1027299367691556,-0.04925162716269771,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
3,Hurink_edata,la04.fjs,1.082511907992556,1.0785870576303018,0.9435016425271997,0.9460800816103485,-0.13250697601995332,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
3,Hurink_edata,la09.fjs,1.1359728612132813,1.1356873872467748,1.0221221208376532,1.0391479501547547,-0.09653943709202006,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
3,Hurink_edata,la12.fjs,1.2252408428266475,1.1983446980991581,1.076730944721198,1.064362018791829,-0.1339826793073291,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
3,Hurink_edata,la17.fjs,1.1730067472182402,1.1468685840030401,0.9076181640667798,0.9076181740491789,-0.23925040995386126,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
3,Hurink_edata,la25.fjs,0.9064635639038761,0.9019093874946743,0.6976236280680858,0.6882080362670473,-0.213701351227627,secondary_g50_g200,online_minus_ucb_g200,HV_fixed,200
