dataset,instance,Budget,variant,HV_common,rank
Hurink_edata,la17.fjs,default,AdaptiveSAOS,1.1620020055320244,5.0
Hurink_edata,la17.fjs,default,FixedUCBPPO,1.1736175989712319,3.0
Hurink_edata,la17.fjs,default,PPOOnly,1.1415585105148662,8.0
Hurink_edata,la17.fjs,default,ProbabilityMatching,1.0680600454024831,9.0
Hurink_edata,la17.fjs,default,Random,1.1529128249112504,6.0
Hurink_edata,la17.fjs,default,RandomUCBPPO,1.1704075482697123,4.0
Hurink_edata,la17.fjs,default,UCBOnly,1.1492263735783113,7.0
Hurink_edata,la17.fjs,default,UniformFixed,1.1757514902355388,2.0
Hurink_edata,la18.fjs,default,AdaptiveNoBC,1.1103491466361102,4.0
Hurink_edata,la18.fjs,default,AdaptivePursuit,0.9012023479007658,10.0
Hurink_edata,la18.fjs,default,AdaptiveSAOS,1.1147616782649883,3.0
Hurink_edata,la18.fjs,default,FixedUCBPPO,1.095901117336111,7.0
Hurink_edata,la18.fjs,default,PPOOnly,1.1028127121993334,6.0
Hurink_edata,la18.fjs,default,ProbabilityMatching,1.0707326075085097,9.0
Hurink_edata,la18.fjs,default,Random,1.1463459767931172,1.0
Hurink_edata,la18.fjs,default,RandomUCBPPO,1.0922718341693485,8.0
Hurink_edata,la18.fjs,default,UCBOnly,1.1077893366444136,5.0
Hurink_edata,la18.fjs,default,UniformFixed,1.1266690804391701,2.0
Hurink_edata,la19.fjs,default,AdaptiveNoBC,1.0790483039219556,7.0
Hurink_edata,la19.fjs,default,AdaptivePursuit,0.8974970122831155,10.0
Hurink_edata,la19.fjs,default,AdaptiveSAOS,1.0879786844663295,2.0
Hurink_edata,la19.fjs,default,FixedUCBPPO,1.0849813683762903,3.0
Hurink_edata,la19.fjs,default,PPOOnly,1.080507791346621,6.0
Hurink_edata,la19.fjs,default,ProbabilityMatching,0.9886332612422881,9.0
Hurink_edata,la19.fjs,default,Random,1.0806723674520824,5.0
Hurink_edata,la19.fjs,default,RandomUCBPPO,1.0592380222690747,8.0
Hurink_edata,la19.fjs,default,UCBOnly,1.0826760526804313,4.0
Hurink_edata,la19.fjs,default,UniformFixed,1.098083133117583,1.0
Hurink_edata,la20.fjs,default,AdaptiveNoBC,1.1157997719554151,3.0
Hurink_edata,la20.fjs,default,AdaptivePursuit,0.9247522830153739,9.0
Hurink_edata,la20.fjs,default,AdaptiveSAOS,1.0682308400078133,7.0
Hurink_edata,la20.fjs,default,FixedUCBPPO,1.0948157833262,5.0
Hurink_edata,la20.fjs,default,PPOOnly,1.1263207898601428,1.0
Hurink_edata,la20.fjs,default,ProbabilityMatching,0.9182198290120371,10.0
Hurink_edata,la20.fjs,default,Random,1.043308964822199,8.0
Hurink_edata,la20.fjs,default,RandomUCBPPO,1.0837873455774436,6.0
Hurink_edata,la20.fjs,default,UCBOnly,1.1033070124645485,4.0
Hurink_edata,la20.fjs,default,UniformFixed,1.1198569616784684,2.0
Hurink_edata,la21.fjs,default,AdaptiveNoBC,1.049724664047088,1.0
Hurink_edata,la21.fjs,default,AdaptivePursuit,0.6116494250649422,10.0
Hurink_edata,la21.fjs,default,AdaptiveSAOS,1.0170732328393328,3.0
Hurink_edata,la21.fjs,default,FixedUCBPPO,0.9767139061681642,5.0
Hurink_edata,la21.fjs,default,PPOOnly,0.9131230524813856,7.0
Hurink_edata,la21.fjs,default,ProbabilityMatching,0.7717667201154896,9.0
Hurink_edata,la21.fjs,default,Random,0.8777659837678751,8.0
Hurink_edata,la21.fjs,default,RandomUCBPPO,1.0146891435984486,4.0
Hurink_edata,la21.fjs,default,UCBOnly,1.0212054625512312,2.0
Hurink_edata,la21.fjs,default,UniformFixed,0.9200023887894392,6.0
Hurink_edata,la22.fjs,default,AdaptiveNoBC,0.9562139944312886,5.0
Hurink_edata,la22.fjs,default,AdaptivePursuit,0.6910139774225803,10.0
Hurink_edata,la22.fjs,default,AdaptiveSAOS,1.0020854926093445,1.0
Hurink_edata,la22.fjs,default,FixedUCBPPO,0.9583426485972617,4.0
Hurink_edata,la22.fjs,default,PPOOnly,1.0005963784011886,2.0
Hurink_edata,la22.fjs,default,ProbabilityMatching,0.9406783707898323,6.0
