dataset,instance,Budget,variant,HV_common,rank
Hurink_edata,la33.fjs,50,UCBOnly,0.9611437981072102,2.0
Hurink_edata,la33.fjs,50,UniformFixed,0.8953618166099255,5.0
Hurink_edata,la34.fjs,50,AdaptiveNoBC,0.8769391576585512,2.0
Hurink_edata,la34.fjs,50,AdaptiveSAOS,0.853806255969999,3.0
Hurink_edata,la34.fjs,50,FixedUCBPPO,0.7463702463266084,6.0
Hurink_edata,la34.fjs,50,PPOOnly,0.7667700608461194,5.0
Hurink_edata,la34.fjs,50,RandomUCBPPO,0.7763191164372307,4.0
Hurink_edata,la34.fjs,50,UCBOnly,0.9152528682033647,1.0
Hurink_edata,la34.fjs,50,UniformFixed,0.7375848959287126,7.0
Hurink_edata,la35.fjs,50,AdaptiveNoBC,0.9493393909792551,4.0
Hurink_edata,la35.fjs,50,AdaptiveSAOS,1.0400038100539577,1.0
Hurink_edata,la35.fjs,50,FixedUCBPPO,0.9374850190613178,5.0
Hurink_edata,la35.fjs,50,PPOOnly,0.877627085051503,7.0
Hurink_edata,la35.fjs,50,RandomUCBPPO,0.8899565243686811,6.0
Hurink_edata,la35.fjs,50,UCBOnly,0.9924915312169663,3.0
Hurink_edata,la35.fjs,50,UniformFixed,1.0168971137584424,2.0
Hurink_edata,la36.fjs,50,AdaptiveNoBC,1.0341437599435102,4.0
Hurink_edata,la36.fjs,50,AdaptiveSAOS,1.061768902194321,2.0
Hurink_edata,la36.fjs,50,FixedUCBPPO,0.9643049172130123,5.0
Hurink_edata,la36.fjs,50,PPOOnly,1.0457759340371056,3.0
Hurink_edata,la36.fjs,50,RandomUCBPPO,0.9624854150349033,6.0
Hurink_edata,la36.fjs,50,UCBOnly,1.1066160810329209,1.0
Hurink_edata,la36.fjs,50,UniformFixed,0.9518825583111236,7.0
Hurink_edata,la37.fjs,50,AdaptiveNoBC,1.0682588515731068,5.0
Hurink_edata,la37.fjs,50,AdaptiveSAOS,1.092429901634187,1.0
Hurink_edata,la37.fjs,50,FixedUCBPPO,1.0693958171843798,4.0
Hurink_edata,la37.fjs,50,PPOOnly,1.0294035085051179,7.0
Hurink_edata,la37.fjs,50,RandomUCBPPO,1.0616789185763147,6.0
